96;Sat Nov 29 00:57:00 CET 2014;RT @les_politiques: #ISIS going strong in #Pakistan & #Indonesia too. http://t.co/6dhF8KB1dy
97;Sat Nov 29 00:57:00 CET 2014;@ProudPatriot101 please lets get this signed and shared for John Cantlie, two year prisoner of ISIS http://t.co/Z2jMMLMaBh
98;Sat Nov 29 00:57:00 CET 2014;I swear anywhere u go there's gay arabs even within isis. They record men raping men and threatening to release it if they try to go home
99;Sat Nov 29 00:56:57 CET 2014;RT @mutludc: Former #French FM Kouchner visited #YPG fighters on front-line in Serekaniye  fighting against ISIS #ShowYourV4YPG http://t.co…
100;Sat Nov 29 00:56:55 CET 2014;It seems that cooperate with al-Assad is part of the solution to stop ISIS. No one expects al-Assad will leave the presidency now...
101;Sat Nov 29 00:56:55 CET 2014;RT @Lrihendry: Gosh, while I was focused on Ferguson, I forgot about Israel, ISIS,Ocare,terrorists  released,NSA, AP,IRS,Benghazi, jobs, F&…
102;Sat Nov 29 00:56:54 CET 2014;I'm sorry to believe it won't do any good. #ISIS will just be glad 4all the att http://t.co/TWGsEARgfv
103;Sat Nov 29 00:56:52 CET 2014;@AlHikmaUK please lets get this signed and shared for John Cantlie, two year prisoner of ISIS http://t.co/Z2jMMLMaBh
104;Sat Nov 29 00:56:51 CET 2014;free porn: Isis Lee takes it from behind - XNXX  #sex #movie #hot #iPhone http://t.co/mdyhRw381C
105;Sat Nov 29 00:56:50 CET 2014;Where is the Conservation? ISIS likes to pose with their victims too. #TrophyHuntingLies http://t.co/RvN6GH6Fqz  @ochocinco
106;Sat Nov 29 00:56:47 CET 2014;RT @PeterTownsend7: #isis #islam #Islamophobia? I think the word you're searching for is #Islamorealism http://t.co/Pp2MF47zRg http://t.co/…
107;Sat Nov 29 00:56:46 CET 2014;RT @DovLieber: #Syria says US-led strikes have not weakened #Islamic State
#ISIS http://t.co/xMJ8iO9aEd http://t.co/hWKNym3GMu
108;Sat Nov 29 00:56:45 CET 2014;RT @Meliki22: RIP Alan Henning. His aid mission to Syria represents the good, his cowardly ISIS murderers represent the evil.... http://t.c…
109;Sat Nov 29 00:56:44 CET 2014;RT @SpilnoTVEnglish: Russian TV compares Obama to ISIS leader?!?!?!

Russia's propaganda machine at work http://t.co/lLQdxeUNAU
110;Sat Nov 29 00:56:42 CET 2014;A Kurdish Female Fighter's War Story: 'I Don't Know How Many I've Killed in Kobani - I Don't See Isis as Human
111;Sat Nov 29 00:56:42 CET 2014;RT @Hayder_alKhoei: Sistani's message is clear: Support must continue for Iraq's national army as well as Shia, Sunni & Kurdish forces who …
112;Sat Nov 29 00:56:42 CET 2014;@jamal_harwood please lets get this signed and shared for John Cantlie, two year prisoner of ISIS http://t.co/Z2jMMLMaBh
113;Sat Nov 29 00:56:41 CET 2014;RT @DovLieber: #Syria says US-led strikes have not weakened #Islamic State
#ISIS http://t.co/xMJ8iO9aEd http://t.co/hWKNym3GMu
114;Sat Nov 29 00:56:40 CET 2014;RT @PoppyDouglass: @guidestone33 lets get this signed and shared for John Cantlie, two year prisoner of ISIS http://t.co/Z2jMMLMaBh
115;Sat Nov 29 00:56:38 CET 2014;Where is the best place for a vacation? — Nazi Germany, the Middle East, where ever ISIS is, Ferguson, Antarctic... http://t.co/MmlX8FTdIm
116;Sat Nov 29 00:56:37 CET 2014;RT @TarekFatah: Alarming Graph. No one speaks Arabic in Pakistan, yet pro-ISIS Arabic language tweets high in Pakistan. How come? http://t.…
117;Sat Nov 29 00:56:36 CET 2014;Where is the best place for a vacation? — Nazi Germany, the Middle East, where ever ISIS is, Ferguson, Antarctic... http://t.co/ArrgFmpGJz
118;Sat Nov 29 00:56:35 CET 2014;RT @BritainFirst: ISIS militants block all mobile phone networks in the largest Iraqi city they control - http://t.co/H73Fw3i2hW
119;Sat Nov 29 00:56:35 CET 2014;RT @rob_cart123: Remember this quote was from a secular sunni regime, imagine what a sunni extremist regime would b like? #Iraq #ISIS http:…
120;Sat Nov 29 00:56:33 CET 2014;British ISIS fighter blows himself up in suicide mission in Iraq http://t.co/2a3V68jGBf #Mo #tcot #sioa #muslim
121;Sat Nov 29 00:56:33 CET 2014;@bertkreischer Former Creed front man Scott Stapp placed on psych hold. Found on road side mumbling and incoherent...
http://t.co/v8MjErVPyD
122;Sat Nov 29 00:56:30 CET 2014;900 Austrian Police Raid Mosques and Homes in Terrorist Search http://t.co/eDgL890JyT via @NBCNews
123;Sat Nov 29 00:56:29 CET 2014;@varmenthunter1 Why #islam has become home to #radicalism such as #isis: http://t.co/X938eXgPz1
124;Sat Nov 29 00:56:29 CET 2014;@ThatGirl_Isis your welcome ?? even tho you never reply ?
125;Sat Nov 29 00:56:29 CET 2014;@ansarfinance please lets get this signed and shared for John Cantlie, two year prisoner of ISIS http://t.co/Z2jMMLMaBh
